scenario_id,investor_id,prompt,execution_score,idea_score,would_invest,response_text
10,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: No Funding Yet,7,8,1,"Investor Bill sees execution=7, idea=8, invests=1"
11,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: No Funding Yet,1,5,0,"Investor Marc sees execution=1, idea=5, invests=0"
11,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: No Funding Yet,4,9,1,"Investor Bill sees execution=4, idea=9, invests=1"
12,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: No Funding Yet",2,4,0,"Investor Marc sees execution=2, idea=4, invests=0"
12,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: No Funding Yet",7,5,0,"Investor Bill sees execution=7, idea=5, invests=0"
13,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: No Funding Yet,5,9,1,"Investor Marc sees execution=5, idea=9, invests=1"
13,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: No Funding Yet,1,2,0,"Investor Bill sees execution=1, idea=2, invests=0"
14,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: No Funding Yet,2,1,0,"Investor Marc sees execution=2, idea=1, invests=0"
14,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: No Funding Yet,1,5,0,"Investor Bill sees execution=1, idea=5, invests=0"
15,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: No Funding Yet,1,3,0,"Investor Marc sees execution=1, idea=3, invests=0"
15,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Prior Startup Experience; Traction Indicators: No Funding Yet,1,8,0,"Investor Bill sees execution=1, idea=8, invests=0"
16,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet",6,4,0,"Investor Marc sees execution=6, idea=4, invests=0"
16,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet",8,3,0,"Investor Bill sees execution=8, idea=3, invests=0"
17,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,9,3,0,"Investor Marc sees execution=9, idea=3, invests=0"
17,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,3,8,0,"Investor Bill sees execution=3, idea=8, invests=0"
18,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,9,7,1,"Investor Marc sees execution=9, idea=7, invests=1"
18,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,6,3,0,"Investor Bill sees execution=6, idea=3, invests=0"
19,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,1,9,0,"Investor Marc sees execution=1, idea=9, invests=0"
19,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Idea/Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,5,1,0,"Investor Bill sees execution=5, idea=1, invests=0"
20,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet",3,9,0,"Investor Marc sees execution=3, idea=9, invests=0"
20,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet",4,9,1,"Investor Bill sees execution=4, idea=9, invests=1"
21,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,5,2,0,"Investor Marc sees execution=5, idea=2, invests=0"
21,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,8,3,0,"Investor Bill sees execution=8, idea=3, invests=0"
22,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,2,5,0,"Investor Marc sees execution=2, idea=5, invests=0"
22,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,7,2,0,"Investor Bill sees execution=7, idea=2, invests=0"
23,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,2,7,0,"Investor Marc sees execution=2, idea=7, invests=0"
23,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,7,4,0,"Investor Bill sees execution=7, idea=4, invests=0"
24,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet",1,6,0,"Investor Marc sees execution=1, idea=6, invests=0"
24,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet",8,2,0,"Investor Bill sees execution=8, idea=2, invests=0"
25,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,9,7,1,"Investor Marc sees execution=9, idea=7, invests=1"
25,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,3,3,0,"Investor Bill sees execution=3, idea=3, invests=0"
26,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,7,8,1,"Investor Marc sees execution=7, idea=8, invests=1"
26,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,9,1,0,"Investor Bill sees execution=9, idea=1, invests=0"
27,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,5,9,1,"Investor Marc sees execution=5, idea=9, invests=1"
27,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,5,4,0,"Investor Bill sees execution=5, idea=4, invests=0"
28,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet",3,5,0,"Investor Marc sees execution=3, idea=5, invests=0"
28,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet",9,3,0,"Investor Bill sees execution=9, idea=3, invests=0"
29,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,7,4,0,"Investor Marc sees execution=7, idea=4, invests=0"
29,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,3,4,0,"Investor Bill sees execution=3, idea=4, invests=0"
30,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,2,8,0,"Investor Marc sees execution=2, idea=8, invests=0"
30,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,3,4,0,"Investor Bill sees execution=3, idea=4, invests=0"
31,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,1,9,0,"Investor Marc sees execution=1, idea=9, invests=0"
31,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Founders with Industry Expertise; Traction Indicators: No Funding Yet,1,8,0,"Investor Bill sees execution=1, idea=8, invests=0"
32,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet",8,1,0,"Investor Marc sees execution=8, idea=1, invests=0"
32,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet",3,4,0,"Investor Bill sees execution=3, idea=4, invests=0"
33,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,7,4,0,"Investor Marc sees execution=7, idea=4, invests=0"
33,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,6,2,0,"Investor Bill sees execution=6, idea=2, invests=0"
34,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,4,2,0,"Investor Marc sees execution=4, idea=2, invests=0"
34,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,2,7,0,"Investor Bill sees execution=2, idea=7, invests=0"
35,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,3,6,0,"Investor Marc sees execution=3, idea=6, invests=0"
35,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Idea/Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,9,5,1,"Investor Bill sees execution=9, idea=5, invests=1"
36,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet",7,6,1,"Investor Marc sees execution=7, idea=6, invests=1"
36,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet",7,6,1,"Investor Bill sees execution=7, idea=6, invests=1"
37,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,1,5,0,"Investor Marc sees execution=1, idea=5, invests=0"
37,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,7,9,1,"Investor Bill sees execution=7, idea=9, invests=1"
38,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,8,6,1,"Investor Marc sees execution=8, idea=6, invests=1"
38,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,7,5,0,"Investor Bill sees execution=7, idea=5, invests=0"
39,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,9,3,0,"Investor Marc sees execution=9, idea=3, invests=0"
39,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Prototype/Proof of Concept; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,2,6,0,"Investor Bill sees execution=2, idea=6, invests=0"
40,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet",1,8,0,"Investor Marc sees execution=1, idea=8, invests=0"
40,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet",7,7,1,"Investor Bill sees execution=7, idea=7, invests=1"
41,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,2,4,0,"Investor Marc sees execution=2, idea=4, invests=0"
41,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,7,7,1,"Investor Bill sees execution=7, idea=7, invests=1"
42,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,3,1,0,"Investor Marc sees execution=3, idea=1, invests=0"
42,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,9,2,0,"Investor Bill sees execution=9, idea=2, invests=0"
43,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,9,3,0,"Investor Marc sees execution=9, idea=3, invests=0"
43,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Early Market Testing; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,1,7,0,"Investor Bill sees execution=1, idea=7, invests=0"
44,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet",1,3,0,"Investor Marc sees execution=1, idea=3, invests=0"
44,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet",1,1,0,"Investor Bill sees execution=1, idea=1, invests=0"
45,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,3,4,0,"Investor Marc sees execution=3, idea=4, invests=0"
45,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,4,2,0,"Investor Bill sees execution=4, idea=2, invests=0"
46,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,5,6,0,"Investor Marc sees execution=5, idea=6, invests=0"
46,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Software/Enterprise Solutions; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,3,7,0,"Investor Bill sees execution=3, idea=7, invests=0"
47,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,5,5,0,"Investor Marc sees execution=5, idea=5, invests=0"
47,Bill,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Energy/Green Technology; Stage of Venture: Revenue-Generating; Team Characteristics: Academic Background (PhD/Postdoc involvement); Traction Indicators: No Funding Yet,8,2,0,"Investor Bill sees execution=8, idea=2, invests=0"
48,Marc,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Diverse Team Composition; Traction Indicators: No Funding Yet",2,9,0,"Investor Marc sees execution=2, idea=9, invests=0"
48,Bill,"Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: R&D-Intensive (e.g. hardware, life sciences); Stage of Venture: Idea/Concept; Team Characteristics: Diverse Team Composition; Traction Indicators: No Funding Yet",6,6,0,"Investor Bill sees execution=6, idea=6, invests=0"
49,Marc,Write a short description of a hypothetical startup that could be created and manifests the following characteristics: Sector: Consumer Products; Stage of Venture: Idea/Concept; Team Characteristics: Diverse Team Composition; Traction Indicators: No Funding Yet,4,7,0,"Investor Marc sees execution=4, idea=7, invests=0"
